ZIP,ROA,DEPDOM,DATEUPDT,ROE,STNAME,ASSET,OFFICES,NETINC,DEP,NAME,CITY,CERT,STALP,ID,COLLECTION_DATE
51012,0.7980663120553835,215664.0,07/15/2024,8.77,Iowa,260300.0,1.0,1045.0,215664.0,Cherokee State Bank,Cherokee,951,IA,951,2025-11-07 16:16:27.388590
67735,0.982483456597898,211222.0,08/31/2022,11.56,Kansas,260285.0,5.0,1262.0,211222.0,FNB Bank,Goodland,14420,KS,14420,2025-11-07 16:16:27.388590
46947,0.6304416489132116,223764.0,08/31/2022,8.05,Indiana,260270.0,1.0,835.0,223764.0,Logansport Savings Bank,Logansport,29907,IN,29907,2025-11-07 16:16:27.388590
81050,1.6340866835017502,212890.0,09/21/2024,12.17,Colorado,260180.0,2.0,2061.0,212890.0,The Colorado Bank and Trust Company of La Junta,La Junta,1141,CO,1141,2025-11-07 16:16:27.388590
60435,1.4219652728809795,212660.0,08/31/2022,12.6,Illinois,259789.0,2.0,1825.0,212660.0,PeopleFirst Bank,Joliet,58597,IL,58597,2025-11-07 16:16:27.388590
77514,0.7415684810460449,256006.0,11/03/2006,92.06,Texas,259767.0,5.0,970.0,256006.0,Anahuac National Bank,Anahuac,22381,TX,22381,2025-11-07 16:16:27.388590
62864,2.1041986347490655,232538.0,08/31/2022,21.6,Illinois,259723.0,4.0,2802.0,232538.0,Community First Bank of the Heartland,Mount Vernon,3846,IL,3846,2025-11-07 16:16:27.388590
50265,1.3037816528552713,188706.0,07/16/2024,14.47,Iowa,259307.0,2.0,1647.0,188706.0,State Savings Bank,West Des Moines,248,IA,248,2025-11-07 16:16:27.388590
80016,0.507486999561431,227162.0,08/31/2022,3.99,Colorado,259185.0,3.0,621.0,227162.0,Redstone Bank,Centennial,58826,CO,58826,2025-11-07 16:16:27.388590
00909,-3.474137513911066,173494.0,09/20/2023,-11.26,Puerto Rico,259165.0,1.0,-4308.0,173494.0,Nave Bank,San Juan,59324,PR,59324,2025-11-07 16:16:27.388590
68305,0.9485607151365741,229971.0,07/15/2024,9.36,Nebraska,259111.0,1.0,1221.0,229971.0,Auburn State Bank,Auburn,11477,NE,11477,2025-11-07 16:16:27.388590
64759,1.9898793796971193,224088.0,08/31/2022,25.61,Missouri,259083.0,1.0,2518.0,224088.0,Lamar Bank and Trust Company,Lamar,1964,MO,1964,2025-11-07 16:16:27.388590
50273,1.2409418192762716,229606.0,07/16/2024,13.57,Iowa,258704.0,4.0,1608.0,229606.0,Farmers and Merchants State Bank,Winterset,15610,IA,15610,2025-11-07 16:16:27.388590
61866,1.9216314004073827,203114.0,08/31/2022,21.0,Illinois,258542.0,2.0,2467.0,203114.0,Bank of Rantoul,Rantoul,11711,IL,11711,2025-11-07 16:16:27.388590
42629,1.244344628227291,190704.0,05/29/2022,10.11,Kentucky,258532.0,3.0,1592.0,190704.0,Bank of Jamestown,Jamestown,8118,KY,8118,2025-11-07 16:16:27.388590
88030,1.3732665225865208,216061.0,08/31/2022,9.93,New Mexico,258430.0,3.0,1812.0,216061.0,First New Mexico Bank,Deming,18514,NM,18514,2025-11-07 16:16:27.388590
76861,2.7015037574012437,230952.0,03/27/2024,26.34,Texas,258376.0,2.0,3390.0,230952.0,Citizens State Bank,Miles,15519,TX,15519,2025-11-07 16:16:27.388590
67219,1.0187126371369748,228112.0,08/31/2022,11.09,Kansas,258103.0,2.0,1265.0,228112.0,Stryv Bank,Wichita,21955,KS,21955,2025-11-07 16:16:27.388590
44606,1.1685389759519196,235800.0,08/31/2022,14.87,Ohio,258030.0,6.0,1501.0,235800.0,The Apple Creek Banking Company,Apple Creek,737,OH,737,2025-11-07 16:16:27.388590
31707,1.8148416049497045,225838.0,08/31/2022,16.19,Georgia,257943.0,3.0,2417.0,225838.0,AB&T,Albany,35029,GA,35029,2025-11-07 16:16:27.388590
78009,1.1340281028686154,226152.0,,12.76,Texas,257352.0,2.0,1510.0,226152.0,Castroville State Bank,Castroville,17979,TX,17979,2025-11-07 16:16:27.388590
36345,1.419751516717012,230841.0,08/31/2022,15.62,Alabama,257334.0,4.0,1768.0,230841.0,HNB First Bank,Headland,2805,AL,2805,2025-11-07 16:16:27.388590
01945,0.3733134232840915,225552.0,11/18/2024,3.9,Massachusetts,256965.0,3.0,490.0,225552.0,Marblehead Bank,Marblehead,90234,MA,90234,2025-11-07 16:16:27.388590
54981,1.371556476044072,223793.0,08/31/2022,13.35,Wisconsin,256316.0,3.0,1777.0,223793.0,The Farmers State Bank of Waupaca,Waupaca,13033,WI,13033,2025-11-07 16:16:27.388590
71742,1.09509020126514,223276.0,08/31/2022,21.23,Arkansas,256136.0,5.0,1391.0,223276.0,FBT Bank & Mortgage,Fordyce,1028,AR,1028,2025-11-07 16:16:27.388590
71762,0.7983822042467139,206059.0,08/31/2022,8.54,Arkansas,256082.0,4.0,987.0,206059.0,Smackover State Bank,Smackover,5623,AR,5623,2025-11-07 16:16:27.388590
30457,1.9308360861562468,229369.0,07/08/2022,21.15,Georgia,255250.0,3.0,2376.0,229369.0,Georgia First Bank,Soperton,889,GA,889,2025-11-07 16:16:27.388590
52742,1.7729046351430855,228160.0,07/16/2024,23.37,Iowa,255060.0,2.0,2240.0,228160.0,DeWitt Bank & Trust Co.,Dewitt,14705,IA,14705,2025-11-07 16:16:27.388590
44240,0.018696442482472084,215561.0,08/31/2022,0.27,Ohio,255023.0,5.0,24.0,215561.0,Hometown Bank,Kent,30219,OH,30219,2025-11-07 16:16:27.388590
74012,2.2422464092295673,215749.0,08/31/2022,15.55,Oklahoma,254697.0,2.0,2765.0,215749.0,The First National Bank and Trust Company of Broken Arrow,Broken Arrow,4050,OK,4050,2025-11-07 16:16:27.388590
45346,1.2415269354263287,220050.0,10/03/2025,10.7,Ohio,254366.0,9.0,1537.0,220050.0,The Farmers State Bank,New Madison,14991,OH,14991,2025-11-07 16:16:27.388590
57380,2.0735747969938316,221223.0,07/15/2024,22.35,South Dakota,253697.0,1.0,2617.0,221223.0,"Commercial State Bank, of Wagner",Wagner,9932,SD,9932,2025-11-07 16:16:27.388590
48381,1.2590701694438302,224565.0,10/24/2024,11.88,Michigan,253458.0,3.0,1566.0,224565.0,Huron Valley State Bank,Milford,57990,MI,57990,2025-11-07 16:16:27.388590
68787,0.7471910337075954,201900.0,07/15/2024,9.33,Nebraska,252637.0,2.0,934.0,201900.0,State Nebraska Bank & Trust,Wayne,5490,NE,5490,2025-11-07 16:16:27.388590
74745,0.6088426402930136,212728.0,08/31/2022,4.57,Oklahoma,252627.0,1.0,781.0,212728.0,The Idabel National Bank,Idabel,4241,OK,4241,2025-11-07 16:16:27.388590
56601,1.5337398732300689,229242.0,07/15/2024,17.54,Minnesota,252203.0,2.0,1914.0,229242.0,Security Bank USA,Bemidji,1604,MN,1604,2025-11-07 16:16:27.388590
31601,0.8197565283509033,193502.0,08/31/2022,6.47,Georgia,251993.0,4.0,1035.0,193502.0,First Federal Savings and Loan Association of Valdosta,Valdosta,29164,GA,29164,2025-11-07 16:16:27.388590
72576,1.9299265246926087,220240.0,09/05/2024,16.09,Arkansas,251942.0,5.0,2413.0,220240.0,Bank of Salem,Salem,11243,AR,11243,2025-11-07 16:16:27.388590
30606,1.971811731897035,221444.0,08/31/2022,17.88,Georgia,251857.0,1.0,2404.0,221444.0,Classic City Bank,Athens,59219,GA,59219,2025-11-07 16:16:27.388590
32091,1.6701919143030572,203235.0,12/06/2023,9.0,Florida,251758.0,3.0,2082.0,203235.0,DLP Bank,Starke,17734,FL,17734,2025-11-07 16:16:27.388590
48301,-0.7444319836803459,228354.0,08/31/2022,-9.07,Michigan,251436.0,1.0,-978.0,228354.0,Mi Bank,Bloomfield Township,59138,MI,59138,2025-11-07 16:16:27.388590
45177,0.6782588918251528,213976.0,08/31/2022,4.7,Ohio,251088.0,2.0,835.0,213976.0,The Wilmington Savings Bank,Wilmington,31539,OH,31539,2025-11-07 16:16:27.388590
92123,1.9285688391932878,205349.0,04/11/2024,15.96,California,250932.0,1.0,2394.0,205349.0,Home Bank of California,San Diego,26271,CA,26271,2025-11-07 16:16:27.388590
50588,2.1420348537175977,210476.0,07/15/2024,16.0,Iowa,250888.0,3.0,2698.0,210476.0,The Citizens First National Bank of Storm Lake,Storm Lake,4511,IA,4511,2025-11-07 16:16:27.388590
31513,1.7469365872855185,224208.0,08/31/2022,18.42,Georgia,250565.0,2.0,2042.0,224208.0,Community Bank of Georgia,Baxley,57579,GA,57579,2025-11-07 16:16:27.388590
62670,1.269916671614908,216736.0,08/31/2022,13.54,Illinois,250121.0,4.0,1604.0,216736.0,Warren-Boynton State Bank,New Berlin,11674,IL,11674,2025-11-07 16:16:27.388590
31501,1.2746173536018388,228690.0,08/31/2022,19.36,Georgia,250063.0,1.0,1586.0,228690.0,Waycross Bank & Trust,Waycross,27254,GA,27254,2025-11-07 16:16:27.388590
66032,1.690399683222521,223128.0,08/31/2022,20.76,Kansas,249813.0,6.0,2042.0,223128.0,Patriots Bank,Garnett,18019,KS,18019,2025-11-07 16:16:27.388590
61471,0.942830825419427,221087.0,08/31/2022,9.17,Illinois,249680.0,3.0,1172.0,221087.0,Raritan State Bank,Raritan,10438,IL,10438,2025-11-07 16:16:27.388590
39653,1.3569295626207623,219201.0,08/31/2022,11.88,Mississippi,249536.0,5.0,1648.0,219201.0,Bank of Franklin,Meadville,10594,MS,10594,2025-11-07 16:16:27.388590
30427,1.8678559528672385,223843.0,07/08/2022,22.23,Georgia,249472.0,5.0,2233.0,223843.0,South Georgia Bank,Glennville,32532,GA,32532,2025-11-07 16:16:27.388590
30084,0.7696504982625427,209381.0,08/31/2022,7.48,Georgia,249389.0,1.0,938.0,209381.0,Tandem Bank,Tucker,59178,GA,59178,2025-11-07 16:16:27.388590
16214,0.17667455556167097,228294.0,08/31/2022,2.71,Pennsylvania,249372.0,5.0,214.0,228294.0,Clarion County Community Bank,Clarion,57624,PA,57624,2025-11-07 16:16:27.388590
50586,2.294286462480694,198849.0,07/16/2024,19.33,Iowa,249028.0,5.0,2862.0,198849.0,Heartland Bank,Somers,14809,IA,14809,2025-11-07 16:16:27.388590
47331,0.8224696692704005,223654.0,08/31/2022,8.87,Indiana,248871.0,4.0,1031.0,223654.0,Union Savings and Loan Association,Connersville,29933,IN,29933,2025-11-07 16:16:27.388590
64730,2.4953007707136816,224513.0,08/31/2022,28.2,Missouri,248723.0,4.0,3113.0,224513.0,Community First Bank,Butler,10595,MO,10595,2025-11-07 16:16:27.388590
70570,1.6956322814648799,208088.0,06/18/2024,18.55,Louisiana,248705.0,9.0,2131.0,208088.0,American Bank & Trust Company,Opelousas,17906,LA,17906,2025-11-07 16:16:27.388590
65453,1.5502618904762677,229691.0,08/31/2022,22.12,Missouri,248621.0,5.0,1912.0,229691.0,Peoples Bank,Cuba,12230,MO,12230,2025-11-07 16:16:27.388590
65263,0.8219200377594947,225740.0,07/15/2024,9.53,Missouri,248504.0,6.0,1010.0,225740.0,Alliant Bank,Madison,1946,MO,1946,2025-11-07 16:16:27.388590
75604,1.422158435299538,204993.0,08/31/2022,9.73,Texas,248351.0,2.0,1744.0,204993.0,Spring Hill State Bank,Longview,22526,TX,22526,2025-11-07 16:16:27.388590
05081,0.6016549655180986,212734.0,11/18/2024,7.3,Vermont,247991.0,6.0,726.0,212734.0,Wells River Savings Bank,Wells River,14136,VT,14136,2025-11-07 16:16:27.388590
14080,1.0050167502791714,224032.0,08/31/2022,14.1,New York,247910.0,3.0,1206.0,224032.0,Bank of Holland,Holland,1464,NY,1464,2025-11-07 16:16:27.388590
36330,0.9148018000480278,227093.0,08/31/2022,11.42,Alabama,247411.0,2.0,1073.0,227093.0,The Citizens Bank,Enterprise,16369,AL,16369,2025-11-07 16:16:27.388590
26241,0.708577597604098,185120.0,01/10/2024,10.7,West Virginia,247169.0,2.0,862.0,185120.0,Davis Trust Company,Elkins,2453,WV,2453,2025-11-07 16:16:27.388590
39601,1.382710013851544,216705.0,08/31/2022,13.55,Mississippi,247014.0,1.0,1697.0,216705.0,Bank of Brookhaven,Brookhaven,35439,MS,35439,2025-11-07 16:16:27.388590
74344,3.332990933615903,221181.0,08/31/2022,36.23,Oklahoma,247013.0,2.0,4110.0,221181.0,Bank of Grand Lake,Grove,57915,OK,57915,2025-11-07 16:16:27.388590
37110,0.5838185907931231,232209.0,08/31/2022,13.89,Tennessee,246782.0,4.0,709.0,232209.0,Homeland Community Bank,Mcminnville,57632,TN,57632,2025-11-07 16:16:27.388590
87110,2.079711587670854,205512.0,08/31/2022,19.36,New Mexico,246687.0,1.0,2594.0,205512.0,Main Bank,Albuquerque,22086,NM,22086,2025-11-07 16:16:27.388590
60611,-1.1090071953917602,223086.0,08/31/2022,-80.13,Illinois,246479.0,1.0,-1391.0,223086.0,Metropolitan Capital Bank & Trust,Chicago,57488,IL,57488,2025-11-07 16:16:27.388590
57366,0.6358125692755554,231706.0,07/15/2024,12.39,South Dakota,246379.0,3.0,783.0,231706.0,Farmers State Bank,Parkston,1686,SD,1686,2025-11-07 16:16:27.388590
72110,1.817010895721833,198707.0,08/31/2022,10.92,Arkansas,246243.0,2.0,2196.0,198707.0,Petit Jean State Bank,Morrilton,35084,AR,35084,2025-11-07 16:16:27.388590
18229,0.818938315452691,225972.0,08/31/2022,10.71,Pennsylvania,246187.0,6.0,1023.0,225972.0,Jim Thorpe Neighborhood Bank,Jim Thorpe,7599,PA,7599,2025-11-07 16:16:27.388590
94607,-1.409364443748462,219596.0,10/03/2025,-14.85,California,246185.0,2.0,-1785.0,219596.0,"Gateway Bank, F.S.B.",Oakland,33103,CA,33103,2025-11-07 16:16:27.388590
67301,1.8883028302610947,218621.0,08/31/2022,18.45,Kansas,246166.0,5.0,2296.0,218621.0,FirstOak Bank,Independence,4660,KS,4660,2025-11-07 16:16:27.388590
62612,1.2456959298671582,203430.0,08/31/2022,16.46,Illinois,246098.0,6.0,1546.0,203430.0,West Central Bank,Ashland,10853,IL,10853,2025-11-07 16:16:27.388590
56035,0.881218871084989,180476.0,07/12/2024,8.09,Minnesota,246021.0,2.0,1089.0,180476.0,Commerce Bank,Geneva,10212,MN,10212,2025-11-07 16:16:27.388590
53946,0.7610454433261115,209940.0,04/12/2023,7.83,Wisconsin,245762.0,6.0,925.0,209940.0,Ergo Bank,Markesan,10004,WI,10004,2025-11-07 16:16:27.388590
82501,1.2022029378008603,220873.0,08/31/2022,17.44,Wyoming,245754.0,3.0,1456.0,220873.0,Wyoming Community Bank,Riverton,35220,WY,35220,2025-11-07 16:16:27.388590
58368,1.4033158416906728,217479.0,07/15/2024,15.26,North Dakota,245698.0,6.0,1761.0,217479.0,Merchants Bank,Rugby,8943,ND,8943,2025-11-07 16:16:27.388590
40356,0.9195514541933174,210918.0,08/31/2022,8.73,Kentucky,245632.0,4.0,1130.0,210918.0,The Farmers Bank,Nicholasville,14894,KY,14894,2025-11-07 16:16:27.388590
42718,1.984021323489435,222196.0,06/09/2022,21.97,Kentucky,245615.0,4.0,2372.0,222196.0,Taylor County Bank,Campbellsville,15590,KY,15590,2025-11-07 16:16:27.388590
93940,-1.9115406156987684,193253.0,02/20/2025,-15.94,California,245562.0,4.0,-2281.0,193253.0,Monterey County Bank,Monterey,22460,CA,22460,2025-11-07 16:16:27.388590
51467,1.2698642010979486,180124.0,07/15/2024,16.79,Iowa,245477.0,6.0,1465.0,180124.0,Westside State Bank,Westside,18518,IA,18518,2025-11-07 16:16:27.388590
68327,1.1620248654426493,221591.0,07/15/2024,13.07,Nebraska,245266.0,12.0,1435.0,221591.0,Western National Bank,Chester,4778,NE,4778,2025-11-07 16:16:27.388590
50622,0.32251251056086305,183528.0,07/16/2024,3.37,Iowa,244663.0,2.0,397.0,183528.0,Denver Savings Bank,Denver,12857,IA,12857,2025-11-07 16:16:27.388590
33308,0.83404541015625,202223.0,12/15/2022,4.71,Florida,244035.0,2.0,911.0,202223.0,Evermore Bank,Fort Lauderdale,59306,FL,59306,2025-11-07 16:16:27.388590
47601,-0.39414828807169905,196245.0,08/31/2022,-3.51,Indiana,243964.0,5.0,-482.0,196245.0,Peoples Trust and Savings Bank,Boonville,13113,IN,13113,2025-11-07 16:16:27.388590
55373,1.2345797480119374,225030.0,08/31/2022,19.93,Minnesota,243919.0,3.0,1501.0,225030.0,BANKWEST,Rockford,16704,MN,16704,2025-11-07 16:16:27.388590
76444,1.4529122974735857,211431.0,04/11/2025,10.79,Texas,243906.0,7.0,1459.0,211431.0,Farmers and Merchants Bank,De Leon,3170,TX,3170,2025-11-07 16:16:27.388590
32066,1.0538916140697459,225604.0,08/31/2022,16.45,Florida,243730.0,4.0,1259.0,225604.0,Lafayette State Bank,Mayo,16396,FL,16396,2025-11-07 16:16:27.388590
94606,0.5937334584559336,204042.0,08/31/2022,4.96,California,243679.0,4.0,716.0,204042.0,Metropolitan Bank,Oakland,25869,CA,25869,2025-11-07 16:16:27.388590
57362,1.0148158724231475,203642.0,07/15/2024,7.55,South Dakota,243336.0,3.0,1232.0,203642.0,Quoin Financial Bank,Miller,15629,SD,15629,2025-11-07 16:16:27.388590
94103,0.12446973353316228,194430.0,08/31/2022,0.79,California,243334.0,1.0,147.0,194430.0,Mission National Bank,San Francisco,23749,CA,23749,2025-11-07 16:16:27.388590
24983,1.2364512466167015,215273.0,01/10/2024,11.62,West Virginia,242788.0,3.0,1490.0,215273.0,The Bank of Monroe,Union,6180,WV,6180,2025-11-07 16:16:27.388590
40456,1.3310987692913614,212173.0,05/28/2022,17.66,Kentucky,242736.0,5.0,1611.0,212173.0,Citizens Bank,Mount Vernon,262,KY,262,2025-11-07 16:16:27.388590
49720,1.878730415968791,216963.0,10/24/2022,20.34,Michigan,242713.0,7.0,2249.0,216963.0,Charlevoix State Bank,Charlevoix,33926,MI,33926,2025-11-07 16:16:27.388590
33020,0.2450633999084192,186045.0,08/31/2022,1.3,Florida,242307.0,4.0,289.0,186045.0,"Natbank, National Association",Hollywood,33959,FL,33959,2025-11-07 16:16:27.388590
35020,1.095844956357419,237354.0,08/31/2022,70.35,Alabama,242093.0,8.0,1299.0,237354.0,First Financial Bank,Bessemer,19440,AL,19440,2025-11-07 16:16:27.388590
50441,1.5384615384615385,214551.0,07/16/2024,15.0,Iowa,241766.0,2.0,1869.0,214551.0,First Bank Hampton,Hampton,4464,IA,4464,2025-11-07 16:16:27.388590
73099,0.43138744670972096,221236.0,08/31/2022,5.49,Oklahoma,241435.0,5.0,511.0,221236.0,YNB,Yukon,4235,OK,4235,2025-11-07 16:16:27.388590
35957,0.8403567629490221,205644.0,08/31/2022,8.32,Alabama,241332.0,1.0,1027.0,205644.0,First Bank of Boaz,Boaz,2784,AL,2784,2025-11-07 16:16:27.388590
68786,1.6540188680043848,216820.0,07/15/2024,17.94,Nebraska,241048.0,3.0,1954.0,216820.0,Commercial State Bank,Wausa,13819,NE,13819,2025-11-07 16:16:27.388590
81230,1.9571021602217706,198095.0,08/31/2022,15.87,Colorado,240591.0,2.0,2298.0,198095.0,The Gunnison Bank and Trust Company,Gunnison,11259,CO,11259,2025-11-07 16:16:27.388590
77611,1.076959527860943,191424.0,08/31/2022,15.41,Texas,240237.0,3.0,1250.0,191424.0,Bridge City State Bank,Bridge City,18155,TX,18155,2025-11-07 16:16:27.388590
70130,-0.22707625379954346,204736.0,08/31/2022,-1.67,Louisiana,240167.0,5.0,-285.0,204736.0,Hibernia Bank,New Orleans,27752,LA,27752,2025-11-07 16:16:27.388590
41143,0.887112277091131,214335.0,08/31/2022,8.63,Kentucky,240093.0,3.0,1046.0,214335.0,The Commercial Bank of Grayson,Grayson,10137,KY,10137,2025-11-07 16:16:27.388590
73077,1.9040602014164552,217025.0,08/31/2022,21.24,Oklahoma,239390.0,4.0,2300.0,217025.0,First Bank & Trust Company,Perry,13946,OK,13946,2025-11-07 16:16:27.388590
57049,1.9246864198604379,189706.0,07/15/2024,15.6,South Dakota,239228.0,3.0,2361.0,189706.0,Security National Bank of South Dakota,Dakota Dunes,34394,SD,34394,2025-11-07 16:16:27.388590
76550,1.601520164895345,214405.0,08/31/2022,16.63,Texas,239129.0,2.0,1857.0,214405.0,First Texas Bank,Lampasas,3293,TX,3293,2025-11-07 16:16:27.388590
55355,1.3361904223128898,212868.0,08/31/2022,14.94,Minnesota,239086.0,3.0,1614.0,212868.0,Center National Bank,Litchfield,10976,MN,10976,2025-11-07 16:16:27.388590
61742,2.354839861463206,208923.0,08/31/2022,22.2,Illinois,239081.0,5.0,2748.0,208923.0,Goodfield State Bank,Goodfield,11699,IL,11699,2025-11-07 16:16:27.388590
71860,1.184937379643816,212008.0,08/31/2022,12.37,Arkansas,238924.0,3.0,1405.0,212008.0,Bodcaw Bank,Stamps,5624,AR,5624,2025-11-07 16:16:27.388590
65340,0.9767665871471262,217548.0,07/15/2024,12.7,Missouri,238870.0,7.0,1156.0,217548.0,Community Bank of Marshall,Marshall,22636,MO,22636,2025-11-07 16:16:27.388590
47374,0.6650249492174528,215572.0,01/23/2025,9.0,Indiana,238518.0,3.0,771.0,215572.0,Wayne Bank and Trust Co.,Richmond,1849,IN,1849,2025-11-07 16:16:27.388590
53531,1.6830866789639667,202815.0,07/01/2025,16.29,Wisconsin,238499.0,2.0,1980.0,202815.0,Bank of Deerfield,Deerfield,2477,WI,2477,2025-11-07 16:16:27.388590
44035,0.5351823347151528,208440.0,02/06/2024,4.51,Ohio,238442.0,2.0,627.0,208440.0,Buckeye Community Bank,Elyria,35101,OH,35101,2025-11-07 16:16:27.388590
43515,0.927671544423497,201687.0,08/31/2022,6.21,Ohio,238441.0,6.0,1085.0,201687.0,First Federal Savings and Loan Association,Delta,29345,OH,29345,2025-11-07 16:16:27.388590
54403,0.08315203975129455,183404.0,08/31/2022,0.61,Wisconsin,238402.0,5.0,96.0,183404.0,Marathon Bank,Wausau,29745,WI,29745,2025-11-07 16:16:27.388590
65401,1.1880234393813716,198174.0,08/31/2022,22.5,Missouri,238388.0,3.0,1332.0,198174.0,Citizens Bank of the Midwest,Rolla,16126,MO,16126,2025-11-07 16:16:27.388590
37097,1.8038251629220328,210429.0,08/31/2022,19.72,Tennessee,238301.0,3.0,2123.0,210429.0,Bank of Perry County,Lobelville,1713,TN,1713,2025-11-07 16:16:27.388590
89031,0.7645826331333443,210376.0,04/09/2024,8.02,Nevada,238197.0,3.0,891.0,210376.0,Valley Bank of Nevada,North Las Vegas,57933,NV,57933,2025-11-07 16:16:27.388590
30414,0.5355118178910951,202082.0,10/30/2025,3.66,Georgia,237875.0,4.0,614.0,202082.0,The Claxton Bank,Bellville,15826,GA,15826,2025-11-07 16:16:27.388590
80758,0.7305238903879828,200327.0,08/31/2022,6.68,Colorado,237726.0,2.0,874.0,200327.0,First Pioneer National Bank,Wray,3063,CO,3063,2025-11-07 16:16:27.388590
61462,0.8556927105057754,212210.0,08/31/2022,9.0,Illinois,237553.0,2.0,1036.0,212210.0,Security Savings Bank,Monmouth,28925,IL,28925,2025-11-07 16:16:27.388590
31622,0.7294781737833276,218743.0,08/31/2022,10.65,Georgia,237477.0,4.0,868.0,218743.0,Bank of Alapaha,Alapaha,155,GA,155,2025-11-07 16:16:27.388590
76574,1.613498153635869,209025.0,08/31/2022,14.49,Texas,237406.0,1.0,1932.0,209025.0,The City National Bank of Taylor,Taylor,5548,TX,5548,2025-11-07 16:16:27.388590
53594,0.6209839070725025,176364.0,08/01/2025,5.97,Wisconsin,237383.0,3.0,743.0,176364.0,Farmers & Merchants State Bank,Waterloo,13242,WI,13242,2025-11-07 16:16:27.388590
55744,-0.9316770186335404,211792.0,07/15/2024,-10.03,Minnesota,237242.0,2.0,-1096.0,211792.0,Grand Rapids State Bank,Grand Rapids,10962,MN,10962,2025-11-07 16:16:27.388590
68956,1.5759988680825905,155309.0,07/15/2024,17.99,Nebraska,237214.0,2.0,1875.0,155309.0,Adams County Bank,Kenesaw,14311,NE,14311,2025-11-07 16:16:27.388590
65734,1.3912596226671037,211594.0,11/03/2006,19.96,Missouri,237027.0,5.0,1641.0,211594.0,First State Bank of Purdy,Purdy,16162,MO,16162,2025-11-07 16:16:27.388590
54755,1.6159398003500913,191601.0,10/18/2022,18.2,Wisconsin,236642.0,4.0,1874.0,191601.0,Alliance Bank,Mondovi,12511,WI,12511,2025-11-07 16:16:27.388590
38556,0.3090006001251325,214770.0,08/31/2022,3.79,Tennessee,236525.0,3.0,363.0,214770.0,Union Bank,Jamestown,6088,TN,6088,2025-11-07 16:16:27.388590
78028,2.1351414306682424,206787.0,08/31/2022,22.02,Texas,236379.0,2.0,2536.0,206787.0,Guadalupe Bank,Kerrville,58768,TX,58768,2025-11-07 16:16:27.388590
68873,0.7390339908528263,191934.0,07/15/2024,8.72,Nebraska,236178.0,3.0,889.0,191934.0,Citizens Bank & Trust Company,Saint Paul,5469,NE,5469,2025-11-07 16:16:27.388590
58545,0.811811435838908,218973.0,07/15/2024,11.89,North Dakota,236014.0,4.0,933.0,218973.0,Union State Bank of Hazen,Hazen,13195,ND,13195,2025-11-07 16:16:27.388590
43017,0.3005485445256299,206577.0,01/21/2025,3.0,Ohio,235779.0,2.0,346.0,206577.0,Riverside Bank of Dublin,Dublin,59199,OH,59199,2025-11-07 16:16:27.388590
02356,0.4379743380162032,211384.0,11/18/2024,4.52,Massachusetts,235604.0,3.0,476.0,211384.0,Bank of Easton,North Easton,26554,MA,26554,2025-11-07 16:16:27.388590
56069,0.47941721906845153,214001.0,08/31/2022,7.41,Minnesota,235406.0,7.0,564.0,214001.0,Cornerstone State Bank,Montgomery,21525,MN,21525,2025-11-07 16:16:27.388590
16601,0.38230419913338604,199463.0,10/24/2022,3.17,Pennsylvania,234121.0,8.0,441.0,199463.0,PennCrest Bank,Altoona,30119,PA,30119,2025-11-07 16:16:27.388590
61820,1.6420813610825882,182778.0,08/31/2022,14.04,Illinois,233941.0,2.0,1967.0,182778.0,"BankChampaign, National Association",Champaign,22434,IL,22434,2025-11-07 16:16:27.388590
62906,1.0099649305915002,206286.0,08/31/2022,9.35,Illinois,233778.0,3.0,1187.0,206286.0,The Anna -Jonesboro National Bank,Anna,3759,IL,3759,2025-11-07 16:16:27.388590
94901,-1.2295152050617038,183698.0,08/01/2024,-6.87,California,233749.0,4.0,-1438.0,183698.0,First Federal Savings and Loan Association of San Rafael,San Rafael,31406,CA,31406,2025-11-07 16:16:27.388590
44882,0.9781007391918571,206602.0,08/31/2022,13.93,Ohio,233599.0,4.0,1132.0,206602.0,The First National Bank of Sycamore,Sycamore,6706,OH,6706,2025-11-07 16:16:27.388590
54727,0.7949929690137956,188486.0,06/15/2023,10.03,Wisconsin,233487.0,8.0,930.0,188486.0,Citizens State Bank,Cadott,2467,WI,2467,2025-11-07 16:16:27.388590
41008,1.0823592824262236,206260.0,08/31/2022,12.59,Kentucky,233272.0,6.0,1245.0,206260.0,FIRST NATIONAL BANK OF KENTUCKY,Carrollton,2735,KY,2735,2025-11-07 16:16:27.388590
92618,0.9184112760495559,164233.0,04/09/2024,3.89,California,233192.0,1.0,1056.0,164233.0,Bank Irvine,Irvine,59296,CA,59296,2025-11-07 16:16:27.388590
66549,0.7937034016271785,204530.0,08/31/2022,6.77,Kansas,233109.0,3.0,918.0,204530.0,The Farmers State Bank of Westmoreland,Westmoreland,15164,KS,15164,2025-11-07 16:16:27.388590
65026,1.929749512809544,205118.0,07/15/2024,18.33,Missouri,233029.0,4.0,2233.0,205118.0,Citizens Bank of Eldon,Eldon,1956,MO,1956,2025-11-07 16:16:27.388590
43326,0.43827739709483865,184577.0,04/04/2023,2.51,Ohio,232932.0,3.0,499.0,184577.0,"The Home Savings and Loan Company of Kenton, Ohio, DBA HSLC",Kenton,29571,OH,29571,2025-11-07 16:16:27.388590
