owner_cik,owned_ticker,owned_company_name,ownership_value,shares_held,filing_date,relationship_type,network_layer,is_synthetic
0001067983,UNK_359,Company_0001114448,911114840.4186233,4055160,2024-03-27,equity_ownership,ownership,
0001067983,UNK_408,Company_0001035267,125435406.7805479,2212247,2024-12-06,equity_ownership,ownership,
0000315066,UNK_266,Company_0000707549,399442816.7420923,7827098,2024-05-10,equity_ownership,ownership,
0001364742,UNK_685,Company_0000891478,245352317.70839223,8236281,2024-05-28,equity_ownership,ownership,
0001067983,UNK_689,Company_0000354950,355134976.0795337,9920448,2024-10-16,equity_ownership,ownership,
0001067983,UNK_172,Company_0000895421,684357304.6970414,1283844,2024-05-16,equity_ownership,ownership,
0000315066,UNK_387,Company_0001596532,275399870.1174645,8622730,2024-08-19,equity_ownership,ownership,
0000315066,UNK_425,Company_0000200406,594457577.355326,6912040,2024-10-24,equity_ownership,ownership,
0000315066,UNK_776,Company_0000732712,590072921.980659,7197239,2024-11-28,equity_ownership,ownership,
0000315066,UNK_386,Company_0000109198,713446358.6377362,6162561,2024-11-26,equity_ownership,ownership,
0000315066,UNK_191,Company_0001000275,379678553.61865956,3475809,2024-12-09,equity_ownership,ownership,
0000315066,UNK_446,Company_0000077476,114393177.40993395,3796371,2024-04-20,equity_ownership,ownership,
0001364742,UNK_977,Company_0001065280,157944188.75132805,1996085,2024-12-26,equity_ownership,ownership,
0001067983,UNK_559,Company_0001321655,40763684.973324485,8841812,2024-02-18,equity_ownership,ownership,
0000315066,UNK_355,Company_0000884394,866400452.3817177,86567,2024-12-11,equity_ownership,ownership,
0001067983,UNK_642,Company_0001596532,678506602.6854666,261258,2024-03-14,equity_ownership,ownership,
0000315066,UNK_881,Company_0000831001,973993007.7444346,4786987,2024-02-23,equity_ownership,ownership,
0001067983,UNK_346,Company_0000891478,398126933.6049828,9330926,2024-09-24,equity_ownership,ownership,
0001364742,UNK_898,Company_0001341439,569140565.2290968,4294554,2024-05-17,equity_ownership,ownership,
0001067983,UNK_168,Company_0000753308,562349115.3661379,4744767,2024-12-10,equity_ownership,ownership,
0001364742,UNK_628,Company_0000909832,115594456.23363283,7093910,2024-11-03,equity_ownership,ownership,
0000315066,UNK_715,Company_0000109198,900463715.2819743,8364376,2024-06-14,equity_ownership,ownership,
0001364742,UNK_684,Company_0000034088,876144104.3911066,1119566,2024-05-20,equity_ownership,ownership,
0001364742,UNK_639,Company_0001996810,810863119.4046998,6698486,2024-03-09,equity_ownership,ownership,
0001364742,UNK_48,Company_0001577552,130527651.50018452,212777,2024-07-11,equity_ownership,ownership,
0001364742,UNK_100,Company_0001089113,817383116.3066093,5948168,2024-07-28,equity_ownership,ownership,
0001067983,UNK_6,Company_0000789019,403961945.26611495,2301491,2024-06-17,equity_ownership,ownership,
0001067983,UNK_998,Company_0000104169,636419000.2707438,6221938,2024-01-02,equity_ownership,ownership,
0001364742,UNK_675,Company_0000063908,455733722.92325306,1848796,2024-02-18,equity_ownership,ownership,
0001067983,UNK_749,Company_0000885725,159743250.59484798,130526,2024-10-01,equity_ownership,ownership,
0001364742,UNK_453,Company_0000097476,595813468.0646826,5578013,2024-12-16,equity_ownership,ownership,
0001364742,UNK_630,Company_0000006951,406406061.2309222,4004910,2024-04-01,equity_ownership,ownership,
0001364742,UNK_368,Company_0000093410,238574529.89321434,438108,2024-03-16,equity_ownership,ownership,
0000315066,UNK_708,Company_0001045810,498482584.41359675,4247428,2024-06-25,equity_ownership,ownership,
0001067983,UNK_323,Company_0000217410,886707584.4344858,5536597,2024-02-13,equity_ownership,ownership,
0001364742,UNK_178,Company_0000072971,888995392.3614159,2315899,2024-06-13,equity_ownership,ownership,
0000315066,UNK_192,Company_0000097476,709114068.2925211,8057844,2024-11-02,equity_ownership,ownership,
0000315066,UNK_759,Company_0001652044,698745172.0071069,2331160,2024-04-15,equity_ownership,ownership,
0001067983,UNK_835,Company_0000097745,614024847.5330627,2714793,2024-01-20,equity_ownership,ownership,
0000315066,UNK_781,Company_0000723125,7330124.202213421,2331110,2024-06-15,equity_ownership,ownership,
0001364742,UNK_764,Company_0000097476,773221985.3838185,6432426,2024-07-09,equity_ownership,ownership,
0001067983,UNK_573,Company_0000320193,763263500.7266178,8443405,2024-01-21,equity_ownership,ownership,
0001067983,UNK_568,Company_0001321655,114620570.65891883,7143812,2024-09-17,equity_ownership,ownership,
0000315066,UNK_198,Company_0001114448,900633825.9205512,9352411,2024-08-08,equity_ownership,ownership,
0001067983,UNK_629,Company_0001467373,151797747.47178409,1976454,2024-03-08,equity_ownership,ownership,
0000315066,UNK_513,Company_0000884394,273057498.64336145,314177,2024-08-13,equity_ownership,ownership,
0000315066,UNK_268,Company_0000063908,892803745.5764747,6821226,2024-01-04,equity_ownership,ownership,
0000315066,UNK_995,Company_0000789019,504404099.9777662,5542638,2024-09-15,equity_ownership,ownership,
0001067983,UNK_255,Company_0000318154,403005919.3902248,5050675,2024-01-22,equity_ownership,ownership,
0001067983,UNK_595,Company_0000789019,572944416.9425589,4576789,2024-12-23,equity_ownership,ownership,
0001364742,UNK_767,Company_0000006951,403794697.9399793,4124286,2024-02-28,equity_ownership,ownership,
0001364742,UNK_989,Company_0000831001,808268200.6197518,6370076,2024-06-28,equity_ownership,ownership,
0001067983,UNK_254,Company_0000320193,489806339.0228175,746241,2024-02-04,equity_ownership,ownership,
0000315066,UNK_419,Company_0000884394,449146380.4006694,4495384,2024-12-15,equity_ownership,ownership,
0000315066,UNK_959,Company_0000097745,288302686.7031476,48649,2024-02-02,equity_ownership,ownership,
0001067983,UNK_979,Company_0001000184,321512684.8948275,2231438,2024-05-07,equity_ownership,ownership,
0000315066,UNK_635,Company_0001144967,487371314.70930004,7859451,2024-07-16,equity_ownership,ownership,
0001364742,UNK_623,Company_0000217410,470337858.69796216,8089476,2024-10-23,equity_ownership,ownership,
0000315066,UNK_759,Company_0000012927,839156751.9228084,1260455,2024-07-03,equity_ownership,ownership,
0001067983,UNK_873,Company_0001108524,676762399.5852462,5339497,2024-05-08,equity_ownership,ownership,
0001364742,UNK_854,Company_0001114448,515696666.80926466,6488729,2024-07-21,equity_ownership,ownership,
0001067983,UNK_126,Company_0000707549,622894563.9672611,9486818,2024-03-15,equity_ownership,ownership,
0000315066,UNK_278,Company_0001108524,376304385.07995045,9656149,2024-08-15,equity_ownership,ownership,
0001067983,UNK_448,Company_0000097476,464659519.45995593,3908304,2024-06-09,equity_ownership,ownership,
0001067983,UNK_116,Company_0000064040,161823964.59524867,8436205,2024-08-06,equity_ownership,ownership,
0001067983,UNK_146,Company_0001094517,747548534.091921,545838,2024-10-12,equity_ownership,ownership,
0000315066,UNK_664,Company_0000109198,550893223.3942822,6017385,2024-10-01,equity_ownership,ownership,
0001364742,UNK_456,Company_0000937966,350642937.7424472,7448132,2024-12-02,equity_ownership,ownership,
0001364742,UNK_982,Company_0001075531,999054217.2074186,7115848,2024-08-26,equity_ownership,ownership,
0000315066,UNK_457,Company_0001114448,854005428.874438,3499751,2024-08-22,equity_ownership,ownership,
0000315066,UNK_187,Company_0000732717,411890986.5476393,2386633,2024-06-07,equity_ownership,ownership,
0000315066,UNK_779,Company_0000077476,796471882.3402159,5731575,2024-08-05,equity_ownership,ownership,
0001067983,UNK_305,Company_0001596532,645319574.2531339,2517741,2024-04-18,equity_ownership,ownership,
0000315066,UNK_518,Company_0001737806,484397533.311776,3925501,2024-12-17,equity_ownership,ownership,
0001067983,UNK_482,Company_0001737806,559485855.4256487,5048848,2024-08-22,equity_ownership,ownership,
0000315066,UNK_53,Company_0001751008,190160349.73758096,8640758,2024-03-16,equity_ownership,ownership,
0001364742,UNK_463,Company_0001141391,746351320.7651048,5293951,2024-02-25,equity_ownership,ownership,
0001364742,UNK_562,Company_0002070829,903444332.4405645,2109369,2024-04-19,equity_ownership,ownership,
0000315066,UNK_517,Company_0000901832,140396530.5141462,3135749,2024-02-27,equity_ownership,ownership,
0001067983,UNK_945,Company_0000313838,23044038.942888997,4620152,2024-12-08,equity_ownership,ownership,
0001067983,UNK_700,Company_0000217410,905621758.7148938,683036,2024-11-07,equity_ownership,ownership,
0001364742,UNK_429,Company_0001075531,987530916.9454106,5039076,2024-03-03,equity_ownership,ownership,
0000315066,UNK_857,Company_0001318605,431796090.4120703,2522950,2024-12-02,equity_ownership,ownership,
0000315066,UNK_329,Company_0000104169,178895624.92805842,286406,2024-07-02,equity_ownership,ownership,
0001364742,UNK_158,Company_0001094517,995191743.6903003,1132059,2024-06-12,equity_ownership,ownership,
0001364742,UNK_684,Company_0000034088,536817721.3349617,9196132,2024-02-05,equity_ownership,ownership,
0001364742,UNK_888,Company_0000811809,333745685.29952025,8346405,2024-08-03,equity_ownership,ownership,
0000315066,UNK_204,Company_0001283699,13836340.210530031,7777137,2024-12-19,equity_ownership,ownership,
0001364742,UNK_432,Company_0001306965,70982449.34589796,2402419,2024-02-25,equity_ownership,ownership,
0001067983,UNK_30,Company_0000109198,114854797.06002662,4703151,2024-08-24,equity_ownership,ownership,
0000315066,UNK_367,Company_0002012383,896751374.538989,9612386,2024-08-01,equity_ownership,ownership,
0001067983,UNK_542,Company_0001596532,729418610.3889973,1300657,2024-09-24,equity_ownership,ownership,
0000315066,UNK_283,Company_0000316709,191124018.3301353,7126101,2024-02-13,equity_ownership,ownership,
0000315066,UNK_72,Company_0001108524,170564882.73147306,2732811,2024-07-06,equity_ownership,ownership,
0000315066,UNK_530,Company_0000109198,816833325.6617326,6810545,2024-07-05,equity_ownership,ownership,
0001364742,UNK_327,Company_0001737806,562601914.6240436,4942302,2024-11-17,equity_ownership,ownership,
0001364742,UNK_582,Company_0001373715,889872812.595707,4615994,2024-03-11,equity_ownership,ownership,
0001364742,UNK_250,Company_0001067983,362175017.59264165,7035498,2024-06-24,equity_ownership,ownership,
0000315066,UNK_358,Company_0000006951,304897101.6428741,936155,2024-01-17,equity_ownership,ownership,
0000315066,UNK_655,Company_0000077476,964582891.2303853,7777932,2024-06-22,equity_ownership,ownership,
0001364742,UNK_248,Company_0000021344,841912584.6436663,4338312,2024-12-08,equity_ownership,ownership,
0001067983,UNK_265,Company_0000051143,140022565.2610059,7955844,2024-12-09,equity_ownership,ownership,
0001364742,UNK_617,Company_0000051143,987510084.5837501,6979086,2024-04-26,equity_ownership,ownership,
0001364742,UNK_405,Company_0001075531,248771899.78686675,9962919,2024-11-23,equity_ownership,ownership,
0000315066,UNK_126,Company_0000072971,286237093.70983046,6594551,2024-11-28,equity_ownership,ownership,
0000315066,UNK_968,Company_0001000275,134471671.8078039,1468698,2024-08-19,equity_ownership,ownership,
0001067983,UNK_801,Company_0001089113,795810417.416871,3929270,2024-03-15,equity_ownership,ownership,
0001364742,UNK_682,Company_0000896878,255755159.66181272,7915125,2024-04-18,equity_ownership,ownership,
0000315066,UNK_518,Company_0001141391,627263435.4618677,7370391,2024-12-27,equity_ownership,ownership,
0001364742,UNK_50,Company_0000858877,402345469.1947325,8536156,2024-10-25,equity_ownership,ownership,
0001364742,UNK_224,Company_0000891478,570133872.4245926,491855,2024-09-03,equity_ownership,ownership,
0000315066,UNK_947,Company_0001108524,680840331.824124,3356027,2024-12-20,equity_ownership,ownership,
0001364742,UNK_838,Company_0001283699,821799600.6307651,7848710,2024-01-04,equity_ownership,ownership,
0000315066,UNK_50,Company_0001045810,925396010.8785087,3452673,2024-01-22,equity_ownership,ownership,
0000315066,UNK_357,Company_0001413329,120961960.73908299,9634314,2024-12-19,equity_ownership,ownership,
0000315066,UNK_874,Company_0001737806,245626881.34222838,3822094,2024-11-16,equity_ownership,ownership,
0000315066,UNK_277,Company_0001089113,58877721.44253092,1239485,2024-08-20,equity_ownership,ownership,
0000315066,UNK_126,Company_0001108524,673196807.6973583,2040206,2024-09-27,equity_ownership,ownership,
0001067983,UNK_246,Company_0000886982,125913530.30534372,1731563,2024-08-24,equity_ownership,ownership,
0000315066,UNK_943,Company_0002012383,970310241.4776629,7091696,2024-12-28,equity_ownership,ownership,
0000315066,UNK_889,Company_0001577552,416142766.1199517,9603148,2024-02-06,equity_ownership,ownership,
0001364742,UNK_319,Company_0000093410,351716567.21547735,3481419,2024-11-25,equity_ownership,ownership,
0001067983,UNK_476,Company_0000895421,427091633.65500724,7714833,2024-01-05,equity_ownership,ownership,
0001067983,UNK_734,Company_0000310764,960586652.5372168,6361887,2024-09-02,equity_ownership,ownership,
0001067983,UNK_917,Company_0001373715,924472288.941127,7263996,2024-12-07,equity_ownership,ownership,
0000315066,UNK_718,Company_0001551152,962800568.6423414,8698246,2024-06-19,equity_ownership,ownership,
0000315066,UNK_59,Company_0000064040,454152435.81953126,8778827,2024-08-08,equity_ownership,ownership,
0001364742,UNK_941,Company_0001318605,103338633.53233401,3853642,2024-01-07,equity_ownership,ownership,
0000315066,UNK_792,Company_0001744489,191797180.57455963,4369989,2024-11-19,equity_ownership,ownership,
0000315066,UNK_355,Company_0000021344,266584621.9142969,7977045,2024-11-23,equity_ownership,ownership,
0001067983,UNK_584,Company_0000018230,318057253.41460294,5659374,2024-01-25,equity_ownership,ownership,
0000315066,UNK_553,Company_0000040545,968925522.9887795,2199587,2024-04-03,equity_ownership,ownership,
0001364742,UNK_31,Company_0000732712,160297939.8036837,632591,2024-09-10,equity_ownership,ownership,
0001067983,UNK_310,Company_0001089113,841125187.0356696,5710809,2024-07-28,equity_ownership,ownership,
0001364742,UNK_52,Company_0001551152,347925485.3900167,4174872,2024-11-21,equity_ownership,ownership,
0001067983,UNK_246,Company_0001283699,434160330.42324865,4056954,2024-02-25,equity_ownership,ownership,
0000315066,UNK_510,Company_0000310158,161461196.14911655,8466106,2024-06-15,equity_ownership,ownership,
0001067983,UNK_658,Company_0000072971,357018280.81238633,4897820,2024-08-20,equity_ownership,ownership,
0000315066,UNK_119,Company_0000001800,425698443.2549672,9121994,2024-02-12,equity_ownership,ownership,
0001067983,UNK_570,Company_0000886982,154700725.9430936,2150637,2024-09-24,equity_ownership,ownership,
0001067983,UNK_898,Company_0000858877,471139594.98350465,7167922,2024-08-01,equity_ownership,ownership,
0000315066,UNK_259,Company_0000310158,649888473.6438469,6552478,2024-06-01,equity_ownership,ownership,
0001067983,UNK_102,Company_0001000275,189112698.01726833,6905793,2024-12-17,equity_ownership,ownership,
0000315066,UNK_578,Company_0000004962,339444453.7674592,8509332,2024-01-07,equity_ownership,ownership,
0001364742,UNK_614,Company_0001393818,443701900.3093872,1203408,2024-11-16,equity_ownership,ownership,
0000315066,UNK_788,Company_0000019617,991412417.0199293,2220060,2024-10-13,equity_ownership,ownership,
0000315066,UNK_20,Company_0000885725,934049568.1777549,4031714,2024-06-15,equity_ownership,ownership,
0001067983,UNK_106,Company_0000077476,722080480.3650428,8052013,2024-05-10,equity_ownership,ownership,
0000315066,UNK_675,Company_0000320193,994478082.1694579,841997,2024-02-20,equity_ownership,ownership,
0000315066,UNK_821,Company_0000707549,267597984.6499796,2435589,2024-04-18,equity_ownership,ownership,
0001067983,UNK_548,Company_0001018724,532433750.9745171,7753306,2024-07-24,equity_ownership,ownership,
0001364742,UNK_162,Company_0002012383,552145048.2540746,4796625,2024-08-09,equity_ownership,ownership,
0001067983,UNK_727,Company_0001467373,804798139.6246518,7119304,2024-12-14,equity_ownership,ownership,
0000315066,UNK_515,Company_0001035267,307795803.5194411,8667457,2024-07-22,equity_ownership,ownership,
0001364742,UNK_212,Company_0001996810,477132564.56024784,2812355,2024-09-21,equity_ownership,ownership,
0001364742,UNK_0,Company_0001326801,826394411.4658511,7732312,2024-05-04,equity_ownership,ownership,
0001067983,UNK_225,Company_0000067088,774095330.470032,4928999,2024-08-26,equity_ownership,ownership,
0001364742,UNK_449,Company_0000811809,3048365.48086116,6626042,2024-12-01,equity_ownership,ownership,
0000315066,UNK_431,Company_0001000275,742757125.3210096,2495722,2024-04-07,equity_ownership,ownership,
0001364742,UNK_610,Company_0001094517,672219124.4374914,522135,2024-03-27,equity_ownership,ownership,
0001364742,UNK_765,Company_0001594805,725085048.2082329,9827474,2024-08-16,equity_ownership,ownership,
0001364742,UNK_527,Company_0000109198,431443501.3203977,3488109,2024-11-12,equity_ownership,ownership,
0001067983,UNK_96,Company_0001551152,822246982.6575758,6216061,2024-08-14,equity_ownership,ownership,
0000315066,UNK_388,Company_0000707549,833792300.6370231,5593533,2024-11-05,equity_ownership,ownership,
0000315066,UNK_891,Company_0000012927,456498368.38853955,6431014,2024-12-22,equity_ownership,ownership,
0000315066,UNK_739,Company_0000789019,371476780.5167845,211675,2024-09-05,equity_ownership,ownership,
0000315066,UNK_628,Company_0000070858,870325699.0732329,1789803,2024-07-12,equity_ownership,ownership,
0001067983,UNK_686,Company_0000310158,488119679.57904756,7736035,2024-03-22,equity_ownership,ownership,
0001067983,UNK_381,Company_0000040545,922772818.1263839,853108,2024-02-06,equity_ownership,ownership,
0001067983,UNK_71,Company_0000104169,103320277.30627067,1090506,2024-07-12,equity_ownership,ownership,
0001067983,UNK_981,Company_0000723125,437950931.36474216,1860157,2024-08-14,equity_ownership,ownership,
0001067983,UNK_401,Company_0000217410,139172094.69718048,2921568,2024-12-07,equity_ownership,ownership,
0001364742,UNK_863,Company_0000858877,48657741.60342682,7689723,2024-04-12,equity_ownership,ownership,
0001364742,UNK_134,Company_0000051143,58330762.35766031,4683431,2024-05-11,equity_ownership,ownership,
0000315066,UNK_939,Company_0000946770,864598444.8144678,2750641,2024-01-26,equity_ownership,ownership,
0000315066,UNK_132,Company_0000796343,973569828.2795945,2354046,2024-05-20,equity_ownership,ownership,
0000315066,UNK_104,Company_0001467373,807732644.845066,5234544,2024-02-10,equity_ownership,ownership,
0000315066,UNK_259,Company_0000732712,437463544.0454534,2105114,2024-02-20,equity_ownership,ownership,
0001067983,UNK_152,Company_0001000275,287733989.0311015,1596841,2024-09-07,equity_ownership,ownership,
0001364742,UNK_587,Company_0001744489,119634717.60199593,7416492,2024-11-06,equity_ownership,ownership,
0000315066,UNK_872,Company_0000217410,905307358.5850598,6816357,2024-09-24,equity_ownership,ownership,
0001067983,UNK_933,Company_0001577552,676898096.1131656,993176,2024-04-05,equity_ownership,ownership,
0000315066,UNK_405,Company_0000019617,890860957.5542656,2312862,2024-04-16,equity_ownership,ownership,
0001067983,UNK_420,Company_0000063908,277372311.64851403,3380365,2024-08-27,equity_ownership,ownership,
0001364742,UNK_645,Company_0000320193,872363367.7396618,6383465,2024-07-21,equity_ownership,ownership,
0001364742,UNK_888,Company_0001283699,235985518.34193602,429665,2024-02-11,equity_ownership,ownership,
0001364742,UNK_330,Company_0001326801,589702114.0021342,4698548,2024-09-23,equity_ownership,ownership,
0001364742,UNK_814,Company_0001543151,212886450.39995798,9893119,2024-08-27,equity_ownership,ownership,
0001364742,UNK_947,Company_0000018230,837084373.684937,10892,2024-03-27,equity_ownership,ownership,
0001067983,UNK_307,Company_0001594805,570024585.9552553,1715535,2024-01-22,equity_ownership,ownership,
0001067983,UNK_728,Company_0000109198,699599930.8961987,3093360,2024-12-25,equity_ownership,ownership,
0001364742,UNK_810,Company_0000732717,418590457.7740815,206729,2024-11-16,equity_ownership,ownership,
0001067983,UNK_253,Company_0001596532,990197635.6257935,1395532,2024-06-03,equity_ownership,ownership,
0001067983,UNK_771,Company_0000064040,139723209.57578948,4104294,2024-10-12,equity_ownership,ownership,
0001067983,UNK_474,Company_0001065280,373295546.42475575,7961438,2024-11-15,equity_ownership,ownership,
0001067983,UNK_91,Company_0001321655,341787140.81201875,5261128,2024-07-01,equity_ownership,ownership,
0000315066,UNK_708,Company_0001306965,617857532.3705909,7588232,2024-12-20,equity_ownership,ownership,
0000315066,UNK_868,Company_0000811809,144730519.414404,7764000,2024-05-09,equity_ownership,ownership,
0001364742,UNK_870,Company_0001321655,77822740.11418183,6062553,2024-08-20,equity_ownership,ownership,
0001364742,UNK_269,Company_0001393818,579132164.2043772,8942508,2024-10-28,equity_ownership,ownership,
0001067983,UNK_680,Company_0000064040,812514357.4807686,5953293,2024-12-26,equity_ownership,ownership,
0001364742,UNK_80,Company_0000200406,913079570.5556611,729188,2024-10-04,equity_ownership,ownership,
0000315066,UNK_734,Company_0001000184,922267191.7119213,9868122,2024-04-02,equity_ownership,ownership,
0000315066,UNK_361,Company_0000006951,929457320.4807036,2988645,2024-07-21,equity_ownership,ownership,
0000315066,UNK_522,Company_0000097476,516801866.0106208,3077920,2024-04-01,equity_ownership,ownership,
0001364742,UNK_753,Company_0000310158,32336196.58182744,4736170,2024-02-15,equity_ownership,ownership,
0001364742,UNK_470,Company_0000707549,125803223.46210258,932111,2024-07-07,equity_ownership,ownership,
0001364742,UNK_7,Company_0001306965,202398345.95773375,7128275,2024-07-23,equity_ownership,ownership,
0001067983,UNK_377,Company_0000012927,520752106.87645906,4732445,2024-05-27,equity_ownership,ownership,
0000315066,UNK_37,Company_0000895421,481305726.17123955,7575277,2024-03-07,equity_ownership,ownership,
0000315066,UNK_795,Company_0000063908,823766008.437559,4879133,2024-08-22,equity_ownership,ownership,
0001364742,UNK_2,Company_0000732717,215215129.3989141,3789801,2024-03-21,equity_ownership,ownership,
0000315066,UNK_941,Company_0001737806,390466115.28308755,1004240,2024-10-16,equity_ownership,ownership,
0000315066,UNK_156,Company_0000804328,462775228.4579258,2230189,2024-09-28,equity_ownership,ownership,
0001067983,UNK_230,Company_0001467373,784529050.560321,3684501,2024-12-03,equity_ownership,ownership,
0001364742,UNK_867,Company_0001744489,708684518.90982,5867548,2024-12-24,equity_ownership,ownership,
0001067983,UNK_381,Company_0000316709,84663779.9069824,314036,2024-06-17,equity_ownership,ownership,
0001067983,UNK_428,Company_0001094517,333132847.61211807,5467752,2024-05-19,equity_ownership,ownership,
0001364742,UNK_760,Company_0000901832,531296756.29976416,3956502,2024-07-03,equity_ownership,ownership,
0001067983,UNK_174,Company_0000804328,627850176.7878299,4383926,2024-01-15,equity_ownership,ownership,
0001067983,UNK_642,Company_0001393818,922933175.3071368,4882670,2024-08-27,equity_ownership,ownership,
0000315066,UNK_81,Company_0000937966,330040001.7949641,9174645,2024-05-27,equity_ownership,ownership,
0001067983,UNK_170,Company_0000077476,24784253.82663062,8846777,2024-01-25,equity_ownership,ownership,
0000315066,UNK_938,Company_0000012927,552723672.2757701,7676223,2024-01-16,equity_ownership,ownership,
0000315066,UNK_925,Company_0000097745,600522245.1077288,1983079,2024-01-20,equity_ownership,ownership,
0000315066,UNK_334,Company_0000072971,986299237.1796101,7247595,2024-09-10,equity_ownership,ownership,
0001364742,UNK_679,Company_0001067839,740234107.456608,8371166,2024-12-12,equity_ownership,ownership,
0001364742,UNK_448,Company_0001035267,249207381.97084954,5554315,2024-08-05,equity_ownership,ownership,
0000315066,UNK_901,Company_0001341439,581994624.5550128,9164404,2024-05-03,equity_ownership,ownership,
0001364742,UNK_288,Company_0000104169,992812302.1973093,4798397,2024-09-24,equity_ownership,ownership,
0001067983,UNK_621,Company_0000316709,766618166.2509534,4656019,2024-04-11,equity_ownership,ownership,
0000315066,UNK_691,Company_0000886982,506572016.0410362,2229303,2024-01-15,equity_ownership,ownership,
0001067983,UNK_611,Company_0000019617,349422453.54440683,4677722,2024-06-21,equity_ownership,ownership,
0001067983,UNK_306,Company_0001089113,814651991.1615233,8352641,2024-01-14,equity_ownership,ownership,
0001067983,UNK_228,Company_0000896878,406634460.6390255,6769807,2024-11-15,equity_ownership,ownership,
0000315066,UNK_370,Company_0000858877,765803213.6273786,6319742,2024-08-27,equity_ownership,ownership,
0001067983,UNK_924,Company_0001551152,962393546.2089915,6421706,2024-04-06,equity_ownership,ownership,
0000315066,UNK_383,Company_0000796343,522877644.71460325,2632447,2024-10-16,equity_ownership,ownership,
0001067983,UNK_168,Company_0000707549,797016357.6350847,3940224,2024-04-17,equity_ownership,ownership,
0001067983,UNK_395,Company_0001108524,990978050.7792492,3549827,2024-10-01,equity_ownership,ownership,
0001067983,UNK_271,Company_0000067088,879041843.6319159,1514643,2024-07-17,equity_ownership,ownership,
0001364742,UNK_342,Company_0000072971,176452986.948809,4226146,2024-06-18,equity_ownership,ownership,
0001067983,UNK_774,Company_0000097476,179382208.12709305,3583578,2024-01-25,equity_ownership,ownership,
0001067983,UNK_69,Company_0000811809,724543390.5552307,6454643,2024-02-12,equity_ownership,ownership,
0001067983,UNK_893,Company_0001321655,94787037.66035451,2423003,2024-04-16,equity_ownership,ownership,
0000315066,UNK_134,Company_0000080424,641379857.7700033,4907503,2024-03-23,equity_ownership,ownership,
0000315066,UNK_107,Company_0001018724,117534996.20647447,7806874,2024-12-10,equity_ownership,ownership,
0001067983,UNK_651,Company_0000895421,825828977.53839,5700178,2024-06-15,equity_ownership,ownership,
0000315066,UNK_68,Company_0001000275,237124596.99638897,7044489,2024-09-18,equity_ownership,ownership,
0001067983,UNK_843,Company_0000109198,21773867.149330616,5939743,2024-03-21,equity_ownership,ownership,
0001364742,UNK_660,Company_0000804328,621734026.5340779,3583977,2024-07-19,equity_ownership,ownership,
0001067983,UNK_660,Company_0000891478,526695888.19086546,6920110,2024-02-16,equity_ownership,ownership,
0001364742,UNK_997,Company_0001283699,441527383.42257744,8849400,2024-09-28,equity_ownership,ownership,
0000315066,UNK_457,Company_0000040545,951146491.7675322,1344261,2024-06-10,equity_ownership,ownership,
0001067983,UNK_336,Company_0000707549,546183987.9814478,5055376,2024-01-09,equity_ownership,ownership,
0001364742,UNK_205,Company_0000353278,955236084.7191948,2265299,2024-12-21,equity_ownership,ownership,
0001364742,UNK_637,Company_0000732717,300032468.4401731,3376688,2024-07-15,equity_ownership,ownership,
0001364742,UNK_801,Company_0000070858,423252750.19846725,4152833,2024-07-23,equity_ownership,ownership,
0001067983,UNK_782,Company_0000886982,673200801.3611583,4430268,2024-09-04,equity_ownership,ownership,
0001364742,UNK_722,Company_0000891478,105553271.87772688,9845038,2024-12-23,equity_ownership,ownership,
0001364742,UNK_617,Company_0000040545,495605197.79146993,7322989,2024-12-26,equity_ownership,ownership,
0000315066,UNK_230,Company_0000885725,47480473.7619841,6605181,2024-02-13,equity_ownership,ownership,
0001067983,UNK_827,Company_0000731766,181763132.2552286,9693015,2024-01-18,equity_ownership,ownership,
0001067983,UNK_413,Company_0001144967,76376030.8934454,1541058,2024-08-04,equity_ownership,ownership,
0000315066,UNK_62,Company_0001707925,382796612.2048602,8605971,2024-12-20,equity_ownership,ownership,
0000315066,UNK_633,Company_0000820313,545972002.0073023,6365973,2024-07-11,equity_ownership,ownership,
0001067983,UNK_484,Company_0000895421,30296858.812542375,878867,2024-07-16,equity_ownership,ownership,
0000315066,UNK_413,Company_0000067088,984739483.198574,5162736,2024-09-24,equity_ownership,ownership,
0001364742,UNK_219,Company_0001341439,655859330.2805933,3101396,2024-07-05,equity_ownership,ownership,
0001067983,UNK_35,Company_0000909832,992577088.8366767,4867058,2024-07-08,equity_ownership,ownership,
0001067983,UNK_926,Company_0000019617,342652652.95108545,2006920,2024-07-25,equity_ownership,ownership,
0000315066,UNK_156,Company_0001393818,643871433.0406427,4925205,2024-02-12,equity_ownership,ownership,
0000315066,UNK_434,Company_0000077476,711976522.8249266,3143618,2024-09-20,equity_ownership,ownership,
0001364742,UNK_905,Company_0001373715,657644388.2705512,9826660,2024-10-13,equity_ownership,ownership,
0001364742,UNK_237,Company_0001141391,927725297.9178134,104247,2024-07-12,equity_ownership,ownership,
0001364742,UNK_708,Company_0000093410,529272991.3751164,1731648,2024-01-09,equity_ownership,ownership,
0000315066,UNK_326,Company_0000354950,567687512.478448,202611,2024-09-27,equity_ownership,ownership,
0000315066,UNK_34,Company_0001551152,991044131.2598971,7391463,2024-10-17,equity_ownership,ownership,
0001067983,UNK_115,Company_0001089113,139042005.62958264,8693402,2024-10-21,equity_ownership,ownership,
